OID_,Name,TargetFacilityCount,SourceID,SourceOID,PosAlong,SideOfEdge,CurbApproach,Status,SnapX,SnapY,SnapZ,DistanceToNetworkInMeters,Attr_WalkTime,Attr_Length,Cutoff_WalkTime,Cutoff_Length
131,Location 131,,1,16417,0.537076721023920,1,0,0,11894240.638659261167049,-691729.701102065504529,0.000000000000000,47.314333059004397,0.000000000000000,0.000000000000000,,
132,Location 132,,1,12727,0.648135288025298,2,0,0,11892204.304819777607918,-690606.341681746183895,0.000000000000000,9.714081117283914,0.000000000000000,0.000000000000000,,
133,Location 133,,1,12272,0.462240510381584,1,0,0,11892300.315149497240782,-689866.621761494199745,0.000000000000000,0.884659372155721,0.000000000000000,0.000000000000000,,
134,Location 134,,1,14615,0.406865918062065,1,0,0,11889043.025464739650488,-693390.456414476502687,0.000000000000000,55.182809508732902,0.000000000000000,0.000000000000000,,
135,Location 135,,1,16516,0.085197512097864,1,0,0,11889929.228238318115473,-692498.374098326778039,0.000000000000000,7.348678155048058,0.000000000000000,0.000000000000000,,
136,Location 136,,1,14806,0.528297035380064,1,0,0,11890812.679046425968409,-692306.259270264068618,0.000000000000000,56.432488544394353,0.000000000000000,0.000000000000000,,
137,Location 137,,1,16985,0.238227212507919,2,0,0,11890816.767764199525118,-690434.373979284777306,0.000000000000000,14.101988780086540,0.000000000000000,0.000000000000000,,
138,Location 138,,1,13747,0.224710309885764,1,0,0,11890723.357830360531807,-689859.418414673302323,0.000000000000000,75.777647774842819,0.000000000000000,0.000000000000000,,
139,Location 139,,1,13793,0.640176256599963,2,0,0,11895259.301092104986310,-689909.971897074719891,0.000000000000000,21.426790021136458,0.000000000000000,0.000000000000000,,
140,Location 140,,1,15533,0.270095499495624,2,0,0,11895074.306675653904676,-688899.278088314691558,0.000000000000000,24.521742764678407,0.000000000000000,0.000000000000000,,
141,Location 141,,1,13246,0.266466185758804,2,0,0,11894399.807732930406928,-689204.152273201150820,0.000000000000000,3.503907254859071,0.000000000000000,0.000000000000000,,
142,Location 142,,1,47803,0.501475400155739,1,0,0,11888548.758339442312717,-683801.375037206104025,0.000000000000000,57.075844343279918,0.000000000000000,0.000000000000000,,
143,Location 143,,1,50072,0.485391709888000,1,0,0,11884835.359368853271008,-682855.914633396663703,0.000000000000000,11.608543537133585,0.000000000000000,0.000000000000000,,
144,Location 144,,1,46657,0.864217798225072,1,0,0,11887462.938475761562586,-684536.513296095770784,0.000000000000000,1.184786042658856,0.000000000000000,0.000000000000000,,
145,Location 145,,1,47895,0.000000000000000,1,0,0,11897676.172400001436472,-681793.772999998182058,0.000000000000000,36.111628898270240,0.000000000000000,0.000000000000000,,
146,Location 146,,1,57153,0.631846304720619,2,0,0,11897467.062027592211962,-686094.182437158538960,0.000000000000000,9.870824544398785,0.000000000000000,0.000000000000000,,
147,Location 147,,1,47164,0.159870654179082,1,0,0,11895972.899833336472511,-684793.238992575206794,0.000000000000000,16.425968010879586,0.000000000000000,0.000000000000000,,
148,Location 148,,1,50711,0.017082667045488,1,0,0,11903154.130646532401443,-685716.935604872298427,0.000000000000000,1.349227837064119,0.000000000000000,0.000000000000000,,
149,Location 149,,1,55943,0.020969048620225,2,0,0,11907146.462313158437610,-681505.699522853246890,0.000000000000000,46.246551885248770,0.000000000000000,0.000000000000000,,
150,Location 150,,1,52608,0.219858240244477,2,0,0,11903700.781572354957461,-682606.057428831001744,0.000000000000000,3.959441264335556,0.000000000000000,0.000000000000000,,
151,Location 151,,1,1063,0.620191445515871,1,0,0,11891637.621097620576620,-686259.612206236226484,0.000000000000000,2.257998378714826,0.000000000000000,0.000000000000000,,
152,Location 152,,1,10387,0.890741831068097,1,0,0,11890552.514703616499901,-686735.012585539021529,0.000000000000000,2.869468752335522,0.000000000000000,0.000000000000000,,
153,Location 153,,1,45911,0.061606433968799,2,0,0,11901679.575371313840151,-687481.607831915840507,0.000000000000000,35.896409215243885,0.000000000000000,0.000000000000000,,
154,Location 154,,1,50211,0.122252166309269,2,0,0,11899512.938930848613381,-686488.139129672199488,0.000000000000000,13.997992384807249,0.000000000000000,0.000000000000000,,
155,Location 155,,1,3230,0.369814985310718,1,0,0,11879951.730227509513497,-688206.981372340116650,0.000000000000000,29.049378318869422,0.000000000000000,0.000000000000000,,
156,Location 156,,1,9169,0.438182695623660,1,0,0,11881836.561338961124420,-687377.994230045471340,0.000000000000000,2.455133321224548,0.000000000000000,0.000000000000000,,
157,Location 157,,1,11680,0.941130638143354,2,0,0,11884316.511606948450208,-686290.881674016593024,0.000000000000000,40.053319388212529,0.000000000000000,0.000000000000000,,
158,Location 158,,1,2962,0.681700121316796,2,0,0,11891436.489380976185203,-686882.166031943052076,0.000000000000000,12.737469508951781,0.000000000000000,0.000000000000000,,
