OID_,OBJECT_ID,KODE_DESA,DESA,KODE,PROVINSI,KAB_KOTA,KECAMATAN,DESA_KELUR,JUMLAH_PEN,JUMLAH_KK,LUAS_WILAY,KEPADATAN,GENERATED,KODE_DES_1,LUAS_DESA,KODE_DES_3,DESA_KEL_1,KODE_12,SUM_Covered_Area,CoverageRate,Pop_Terlayani,PCSB_Persen,Shape_Length,Shape_Area
126,25404.000000000000000,3171041002,KENARI,317104.000000000000000,DKI JAKARTA,JAKARTA PUSAT,SENEN,KENARI,11582.000000000000000,3953.000000000000000,0.910000000000000,12796.000000000000000,30 Juni 2019,3171041002,25403.000000000000000,3171041002,KENARI,317104.000000000000000,812918.688434002455324,0.908403800598882,10521.132818536247214,90.840380059888162,5661.649936306759628,894886.927337933680974
127,25405.000000000000000,3171041003,PASEBAN,317104.000000000000000,DKI JAKARTA,JAKARTA PUSAT,SENEN,PASEBAN,29659.000000000000000,10217.000000000000000,0.850000000000000,35007.000000000000000,30 Juni 2019,3171041003,25404.000000000000000,3171041003,PASEBAN,317104.000000000000000,662302.522062163450755,0.790674059891719,23450.601942328506993,79.067405989171945,3945.584930185268149,837642.913052264251746
128,25406.000000000000000,3171041004,KRAMAT,317104.000000000000000,DKI JAKARTA,JAKARTA PUSAT,SENEN,KRAMAT,36350.000000000000000,12284.000000000000000,0.710000000000000,50894.000000000000000,30 Juni 2019,3171041004,25405.000000000000000,3171041004,KRAMAT,317104.000000000000000,662150.627476352732629,0.937671567336297,34084.361472674383549,93.767156733629662,3929.558464590776111,706164.770110891549848
129,25407.000000000000000,3171041005,KWITANG,317104.000000000000000,DKI JAKARTA,JAKARTA PUSAT,SENEN,KWITANG,19303.000000000000000,6493.000000000000000,0.450000000000000,42463.000000000000000,30 Juni 2019,3171041005,25406.000000000000000,3171041005,KWITANG,317104.000000000000000,440121.736468312272336,0.979247168526420,18902.408094065489422,97.924716852642021,3050.208351089263942,449449.077852799731772
130,25410.000000000000000,3171051002,CEMPAKA PUTIH BARAT,317105.000000000000000,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,44664.000000000000000,14674.000000000000000,1.270000000000000,35280.000000000000000,30 Juni 2019,3171051002,25409.000000000000000,3171051002,CEMPAKA PUTIH BARAT,317105.000000000000000,390520.591072133276612,0.311984723644123,13934.485696841131357,31.198472364412350,5573.692787467646667,1251729.849240820622072
131,25413.000000000000000,3171061002,PEGANGSAAN,317106.000000000000000,DKI JAKARTA,JAKARTA PUSAT,MENTENG,PEGANGSAAN,29254.000000000000000,9304.000000000000000,0.970000000000000,30263.000000000000000,30 Juni 2019,3171061002,25412.000000000000000,3171061002,PEGANGSAAN,317106.000000000000000,353541.316821619053371,0.369937556913637,10822.153289951527768,36.993755691363667,5401.430539237048833,955678.357634157175198
132,25415.000000000000000,3171061004,GONDANGDIA,317106.000000000000000,DKI JAKARTA,JAKARTA PUSAT,MENTENG,GONDANGDIA,4956.000000000000000,1603.000000000000000,1.490000000000000,3320.000000000000000,30 Juni 2019,3171061004,25414.000000000000000,3171061004,GONDANGDIA,317106.000000000000000,531364.402565605472773,0.360017541706869,1784.246936699241587,36.001754170686880,5599.656604523851456,1475940.311075160047039
133,25416.000000000000000,3171061005,KEBON SIRIH,317106.000000000000000,DKI JAKARTA,JAKARTA PUSAT,MENTENG,KEBON SIRIH,15702.000000000000000,5360.000000000000000,0.870000000000000,17981.000000000000000,30 Juni 2019,3171061005,25415.000000000000000,3171061005,KEBON SIRIH,317106.000000000000000,403663.213557278097142,0.467551745677399,7341.497510626513758,46.755174567739864,5569.129987996204363,863355.160327977966517
134,25417.000000000000000,3171071001,GELORA,317107.000000000000000,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,GELORA,4002.000000000000000,1386.000000000000000,3.380000000000000,1185.000000000000000,30 Juni 2019,3171071001,25416.000000000000000,3171071001,GELORA,317107.000000000000000,2015724.805618125479668,0.603740686745109,2416.170228353926632,60.374068674510909,8686.819972528555809,3338726.131591184996068
135,25418.000000000000000,3171071002,BENDUNGAN HILIR,317107.000000000000000,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,27144.000000000000000,9675.000000000000000,1.600000000000000,16935.000000000000000,30 Juni 2019,3171071002,25417.000000000000000,3171071002,BENDUNGAN HILIR,317107.000000000000000,702386.412512932554819,0.443294399175240,12032.783171212720845,44.329439917524020,6387.761676709434141,1584469.404124525841326
136,25419.000000000000000,3171071003,KARET TENGSIN,317107.000000000000000,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,24318.000000000000000,8260.000000000000000,1.550000000000000,15721.000000000000000,30 Juni 2019,3171071003,25418.000000000000000,3171071003,KARET TENGSIN,317107.000000000000000,682712.014689674717374,0.446458969861204,10856.989229084754697,44.645896986120384,5216.820474288491823,1529170.789699384709820
137,25422.000000000000000,3171071006,KEBON KACANG,317107.000000000000000,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,27319.000000000000000,9215.000000000000000,0.740000000000000,36778.000000000000000,30 Juni 2019,3171071006,25421.000000000000000,3171071006,KEBON KACANG,317107.000000000000000,306581.116273656080011,0.417475097021787,11405.002175538207666,41.747509702178732,4021.304641021230509,734369.830585741787218
138,25423.000000000000000,3171071007,KAMPUNG BALI,317107.000000000000000,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,14889.000000000000000,4829.000000000000000,0.700000000000000,21349.000000000000000,30 Juni 2019,3171071007,25422.000000000000000,3171071007,KAMPUNG BALI,317107.000000000000000,511743.299667746701743,0.742177654454413,11050.283097171759437,74.217765445441330,3687.958018988693311,689515.908220610115677
139,25424.000000000000000,3171081001,JOHAR BARU,317108.000000000000000,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,46777.000000000000000,14923.000000000000000,1.180000000000000,39495.000000000000000,30 Juni 2019,3171081001,25423.000000000000000,3171081001,JOHAR BARU,317108.000000000000000,,,,,4394.465311725753963,1171003.388035245239735
140,25426.000000000000000,3171081003,GALUR,317108.000000000000000,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,GALUR,23288.000000000000000,7262.000000000000000,0.290000000000000,81435.000000000000000,30 Juni 2019,3171081003,25425.000000000000000,3171081003,GALUR,317108.000000000000000,282185.473408251826186,0.998004997648472,23241.540385237607552,99.800499764847160,2348.839204342805260,282749.564317453245167
141,25427.000000000000000,3171081004,TANAH TINGGI,317108.000000000000000,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,48219.000000000000000,15472.000000000000000,0.630000000000000,76331.000000000000000,30 Juni 2019,3171081004,25426.000000000000000,3171081004,TANAH TINGGI,317108.000000000000000,109564.529119250160875,0.175418474881340,8458.503440303351454,17.541847488134039,3713.281118261485517,624589.455344439717010
142,25428.000000000000000,3172011001,PENJARINGAN,317201.000000000000000,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,109567.000000000000000,37764.000000000000000,4.620000000000000,23723.000000000000000,30 Juni 2019,3172011001,25427.000000000000000,3172011001,PENJARINGAN,317201.000000000000000,2033558.044433354865760,0.445239542851633,48783.560991624843155,44.523954285163278,16903.031410543775564,4521932.757327208295465
143,25430.000000000000000,3172011003,KAPUK MUARA,317201.000000000000000,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,43025.000000000000000,13492.000000000000000,9.160000000000000,4697.000000000000000,30 Juni 2019,3172011003,25429.000000000000000,3172011003,KAPUK MUARA,317201.000000000000000,,,,,13862.089848984847777,9047584.335833955556154
144,25431.000000000000000,3172011004,PEJAGALAN,317201.000000000000000,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,90327.000000000000000,29979.000000000000000,3.720000000000000,24251.000000000000000,30 Juni 2019,3172011004,25430.000000000000000,3172011004,PEJAGALAN,317201.000000000000000,616786.378482803935185,0.167466678998498,15126.762713897285721,16.746667899849751,10455.023762538328810,3683039.417943462729454
145,25433.000000000000000,3172021001,TANJUNG PRIOK,317202.000000000000000,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,43623.000000000000000,14703.000000000000000,3.760000000000000,11602.000000000000000,30 Juni 2019,3172021001,25432.000000000000000,3172021001,TANJUNG PRIOK,317202.000000000000000,883063.832702412153594,0.237471986487651,10359.240466550796555,23.747198648765096,22259.994982827996864,3658636.271691439207643
146,25434.000000000000000,3172021002,SUNTER JAYA,317202.000000000000000,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,77553.000000000000000,24694.000000000000000,5.210000000000000,14878.000000000000000,30 Juni 2019,3172021002,25433.000000000000000,3172021002,SUNTER JAYA,317202.000000000000000,942373.941170363919809,0.182822908035483,14178.464986875807881,18.282290803548293,10171.218584673339137,5154572.540214675478637
147,25438.000000000000000,3172021006,SUNTER AGUNG,317202.000000000000000,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,87165.000000000000000,28069.000000000000000,5.320000000000000,16395.000000000000000,30 Juni 2019,3172021006,25437.000000000000000,3172021006,SUNTER AGUNG,317202.000000000000000,3049694.868920242879540,0.580050091100983,50560.066190817167808,58.005009110098285,11111.860951546304932,5257640.528336566872895
148,25447.000000000000000,3172041002,SUKAPURA,317204.000000000000000,DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,69673.000000000000000,23836.000000000000000,5.880000000000000,11855.000000000000000,30 Juni 2019,3172041002,25446.000000000000000,3172041002,SUKAPURA,317204.000000000000000,,,,,9753.889975109683292,5812214.041880234144628
149,25448.000000000000000,3172041003,MARUNDA,317204.000000000000000,DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,35650.000000000000000,10575.000000000000000,7.730000000000000,4613.000000000000000,30 Juni 2019,3172041003,25447.000000000000000,3172041003,MARUNDA,317204.000000000000000,,,,,15312.591718985808257,7506740.528016807511449
150,25450.000000000000000,3172041005,SEMPER TIMUR,317204.000000000000000,DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER TIMUR,44903.000000000000000,14416.000000000000000,4.290000000000000,10461.000000000000000,30 Juni 2019,3172041005,25449.000000000000000,3172041005,SEMPER TIMUR,317204.000000000000000,,,,,9241.262697669511908,4245432.166312962770462
151,25472.000000000000000,3173031001,TAMAN SARI,317303.000000000000000,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,17509.000000000000000,5969.000000000000000,0.600000000000000,28948.000000000000000,30 Juni 2019,3173031001,25471.000000000000000,3173031001,TAMAN SARI,317303.000000000000000,56422.473164521383296,0.094340158531230,1651.801835723300655,9.434015853122970,3241.568999728228846,598074.818221168126911
152,25473.000000000000000,3173031002,KRUKUT,317303.000000000000000,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KRUKUT,23821.000000000000000,7843.000000000000000,0.610000000000000,38926.000000000000000,30 Juni 2019,3173031002,25472.000000000000000,3173031002,KRUKUT,317303.000000000000000,346957.664946762553882,0.573400135617677,13658.964630548685818,57.340013561767712,3246.477496452753712,605088.217705949442461
153,25457.000000000000000,3172061002,PEGANGSAAN DUA,317206.000000000000000,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,59468.000000000000000,19536.000000000000000,5.590000000000000,10645.000000000000000,30 Juni 2019,3172061002,25456.000000000000000,3172061002,PEGANGSAAN DUA,317206.000000000000000,603776.949743061210029,0.109299170217637,6499.803054502419400,10.929917021763670,13515.298968723969665,5524076.244146413169801
154,25458.000000000000000,3172061003,KELAPA GADING BARAT,317206.000000000000000,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,42264.000000000000000,13690.000000000000000,7.510000000000000,5627.000000000000000,30 Juni 2019,3172061003,25457.000000000000000,3172061003,KELAPA GADING BARAT,317206.000000000000000,1824692.143721808679402,0.245684562243286,10383.612338650260426,24.568456224328649,12465.703653267337359,7426971.100136787630618
155,25460.000000000000000,3173011002,DURI KOSAMBI,317301.000000000000000,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,94759.000000000000000,29150.000000000000000,5.980000000000000,15854.000000000000000,30 Juni 2019,3173011002,25459.000000000000000,3173011002,DURI KOSAMBI,317301.000000000000000,564579.091805692994967,0.095548497194731,9054.080045675558722,9.554849719473147,13387.788225002106628,5303542.778003962710500
156,25461.000000000000000,3173011003,RAWA BUAYA,317301.000000000000000,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,78405.000000000000000,24888.000000000000000,3.750000000000000,20891.000000000000000,30 Juni 2019,3173011003,25460.000000000000000,3173011003,RAWA BUAYA,317301.000000000000000,753233.664557049400173,0.202998905242828,15916.129165563965216,20.299890524282844,10315.330711827868072,3710530.670163502916694
157,25462.000000000000000,3173011004,KEDAUNG KALI ANGKE,317301.000000000000000,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,40666.000000000000000,13335.000000000000000,3.040000000000000,13385.000000000000000,30 Juni 2019,3173011004,25461.000000000000000,3173011004,KEDAUNG KALI ANGKE,317301.000000000000000,990771.612998285214417,0.329837530779204,13413.173026667105660,32.983753077920390,7920.599311273637795,3003817.092263615224510
158,25474.000000000000000,3173031003,MAPHAR,317303.000000000000000,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MAPHAR,19914.000000000000000,7092.000000000000000,0.720000000000000,27578.000000000000000,30 Juni 2019,3173031003,25473.000000000000000,3173031003,MAPHAR,317303.000000000000000,509531.293628703628201,0.713641605107205,14211.458924104881589,71.364160510720509,4658.685080316482527,713987.651493084616959
159,25475.000000000000000,3173031004,TANGKI,317303.000000000000000,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TANGKI,15992.000000000000000,5769.000000000000000,0.390000000000000,40700.000000000000000,30 Juni 2019,3173031004,25474.000000000000000,3173031004,TANGKI,317303.000000000000000,18022.243204646059894,0.046385476083740,741.796533531169871,4.638547608373999,2556.028664968173871,388532.030416382767726
160,25465.000000000000000,3173021001,GROGOL,317302.000000000000000,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,20792.000000000000000,6970.000000000000000,1.080000000000000,19338.000000000000000,30 Juni 2019,3173021001,25464.000000000000000,3173021001,GROGOL,317302.000000000000000,911700.749655248131603,0.857604988266216,17831.322916031171189,85.760498826621628,4829.785867565640729,1063077.708588310051709
161,25467.000000000000000,3173021003,TOMANG,317302.000000000000000,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,36093.000000000000000,12273.000000000000000,1.880000000000000,19174.000000000000000,30 Juni 2019,3173021003,25466.000000000000000,3173021003,TOMANG,317302.000000000000000,1450992.573332847096026,0.779620782963844,28138.852919514010864,77.962078296384377,5415.091895787226349,1861151.730992609169334
162,25479.000000000000000,3173031008,PINANGSIA,317303.000000000000000,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,PINANGSIA,13136.000000000000000,4725.000000000000000,0.990000000000000,13222.000000000000000,30 Juni 2019,3173031008,25478.000000000000000,3173031008,PINANGSIA,317303.000000000000000,904084.197415490518324,0.920239199573611,12088.262125598959756,92.023919957361144,5518.804874193843716,982444.783675304497592
163,25480.000000000000000,3173041001,TAMBORA,317304.000000000000000,DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,12805.000000000000000,4363.000000000000000,0.290000000000000,43784.000000000000000,30 Juni 2019,3173041001,25479.000000000000000,3173041001,TAMBORA,317304.000000000000000,221.496293606975428,0.000765933420119,9.807777444621047,0.076593342011879,2306.845976994601642,289184.788091480731964
164,25481.000000000000000,3173041002,KALI ANYAR,317304.000000000000000,DKI JAKARTA,JAKARTA BARAT,TAMBORA,KALI ANYAR,30229.000000000000000,9649.000000000000000,0.310000000000000,95971.000000000000000,30 Juni 2019,3173041002,25480.000000000000000,3173041002,KALI ANYAR,317304.000000000000000,14946.574512098810374,0.047992293919372,1450.759052888688757,4.799229391937175,2344.320039289049873,311436.968109537439886
165,25482.000000000000000,3173041003,DURI UTARA,317304.000000000000000,DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI UTARA,24495.000000000000000,7767.000000000000000,0.370000000000000,65743.000000000000000,30 Juni 2019,3173041003,25481.000000000000000,3173041003,DURI UTARA,317304.000000000000000,,,,,2521.409117367930776,368400.178900237835478
166,25483.000000000000000,3173041004,TANAH SEREAL,317304.000000000000000,DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,32249.000000000000000,10453.000000000000000,0.580000000000000,55438.000000000000000,30 Juni 2019,3173041004,25482.000000000000000,3173041004,TANAH SEREAL,317304.000000000000000,,,,,3804.888506372414668,575181.365658142953180
167,25485.000000000000000,3173041006,JEMBATAN BESI,317304.000000000000000,DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,37262.000000000000000,12464.000000000000000,0.530000000000000,70490.000000000000000,30 Juni 2019,3173041006,25484.000000000000000,3173041006,JEMBATAN BESI,317304.000000000000000,360157.349646496877540,0.689060116397466,25675.758057202368946,68.906011639746580,2970.598498389435917,522679.137177287426312
168,25486.000000000000000,3173041007,ANGKE,317304.000000000000000,DKI JAKARTA,JAKARTA BARAT,TAMBORA,ANGKE,36428.000000000000000,11829.000000000000000,0.800000000000000,45786.000000000000000,30 Juni 2019,3173041007,25485.000000000000000,3173041007,ANGKE,317304.000000000000000,517094.899306882463861,0.657303434270801,23944.249503616749280,65.730343427080129,3762.874698396236909,786691.306136202183552
169,25487.000000000000000,3173041008,JEMBATAN LIMA,317304.000000000000000,DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,25893.000000000000000,8561.000000000000000,0.490000000000000,52395.000000000000000,30 Juni 2019,3173041008,25486.000000000000000,3173041008,JEMBATAN LIMA,317304.000000000000000,,,,,2792.235500307989241,488649.993870981212240
170,25488.000000000000000,3173041009,PEKOJAN,317304.000000000000000,DKI JAKARTA,JAKARTA BARAT,TAMBORA,PEKOJAN,28357.000000000000000,9563.000000000000000,0.790000000000000,35993.000000000000000,30 Juni 2019,3173041009,25487.000000000000000,3173041009,PEKOJAN,317304.000000000000000,640550.908724251552485,0.822221360814637,23315.731128620660456,82.222136081463688,3440.113695653058585,779049.221425384166650
171,25489.000000000000000,3173041010,ROA MALAKA,317304.000000000000000,DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,4003.000000000000000,1491.000000000000000,0.540000000000000,7471.000000000000000,30 Juni 2019,3173041010,25488.000000000000000,3173041010,ROA MALAKA,317304.000000000000000,425914.429340926115401,0.803827012083915,3217.719529371913723,80.382701208391552,3297.457617879339523,529858.316641715937294
172,25490.000000000000000,3173041011,DURI SELATAN,317304.000000000000000,DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI SELATAN,17493.000000000000000,5498.000000000000000,0.390000000000000,45199.000000000000000,30 Juni 2019,3173041011,25489.000000000000000,3173041011,DURI SELATAN,317304.000000000000000,,,,,2435.318868609837409,382672.107665219285991
173,25588.000000000000000,3175021003,CIPINANG,317502.000000000000000,DKI JAKARTA,JAKARTA TIMUR,PULOGADUNG,CIPINANG,48703.000000000000000,16158.000000000000000,1.540000000000000,31669.000000000000000,30 Juni 2019,3175021003,25587.000000000000000,3175021003,CIPINANG,317502.000000000000000,398110.306566926243249,0.261834056726727,12752.104064761771951,26.183405672672670,5515.976011021353770,1520468.008050354896113
174,25491.000000000000000,3173051001,KEBON JERUK,317305.000000000000000,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,65682.000000000000000,20482.000000000000000,3.870000000000000,16986.000000000000000,30 Juni 2019,3173051001,25490.000000000000000,3173051001,KEBON JERUK,317305.000000000000000,895950.116814753622748,0.234383564076473,15394.781255670888640,23.438356407647284,9093.403978899023059,3822580.815977673046291
175,25498.000000000000000,3173061001,KALIDERES,317306.000000000000000,DKI JAKARTA,JAKARTA BARAT,KALIDERES,KALIDERES,88802.000000000000000,27910.000000000000000,5.160000000000000,17206.000000000000000,30 Juni 2019,3173061001,25497.000000000000000,3173061001,KALIDERES,317306.000000000000000,1101420.972391501534730,0.215858298006378,19168.648579562348459,21.585829800637764,10427.495495646548079,5041404.421849418431520
176,25499.000000000000000,3173061002,SEMANAN,317306.000000000000000,DKI JAKARTA,JAKARTA BARAT,KALIDERES,SEMANAN,88097.000000000000000,27586.000000000000000,5.290000000000000,16643.000000000000000,30 Juni 2019,3173061002,25498.000000000000000,3173061002,SEMANAN,317306.000000000000000,312189.915912955766544,0.059657763567309,5255.669996989191532,5.965776356730867,9710.596735695569805,5161695.619058458134532
177,25500.000000000000000,3173061003,TEGAL ALUR,317306.000000000000000,DKI JAKARTA,JAKARTA BARAT,KALIDERES,TEGAL ALUR,103199.000000000000000,32968.000000000000000,7.610000000000000,13558.000000000000000,30 Juni 2019,3173061003,25499.000000000000000,3173061003,TEGAL ALUR,317306.000000000000000,,,,,15413.005482038048285,7417481.153601811267436
178,25501.000000000000000,3173061004,KAMAL,317306.000000000000000,DKI JAKARTA,JAKARTA BARAT,KALIDERES,KAMAL,65858.000000000000000,20554.000000000000000,3.140000000000000,20946.000000000000000,30 Juni 2019,3173061004,25500.000000000000000,3173061004,KAMAL,317306.000000000000000,,,,,8149.995065197680560,2947037.774573240894824
179,25504.000000000000000,3173071002,SLIPI,317307.000000000000000,DKI JAKARTA,JAKARTA BARAT,PAL MERAH,SLIPI,20457.000000000000000,6565.000000000000000,0.990000000000000,20655.000000000000000,30 Juni 2019,3173071002,25503.000000000000000,3173071002,SLIPI,317307.000000000000000,349394.630819671088830,0.356843070549938,7299.938694240086988,35.684307054993823,4191.066368467896609,979126.849594661034644
180,25505.000000000000000,3173071003,KOTA BAMBU UTARA,317307.000000000000000,DKI JAKARTA,JAKARTA BARAT,PAL MERAH,KOTA BAMBU UTARA,31468.000000000000000,9779.000000000000000,0.690000000000000,45744.000000000000000,30 Juni 2019,3173071003,25504.000000000000000,3173071003,KOTA BAMBU UTARA,317307.000000000000000,385124.908730937924702,0.566266001952874,17819.258549453043088,56.626600195287416,4561.181411381815451,680113.067549716331996
181,25506.000000000000000,3173071004,JATIPULO,317307.000000000000000,DKI JAKARTA,JAKARTA BARAT,PAL MERAH,JATIPULO,35771.000000000000000,11397.000000000000000,0.830000000000000,42917.000000000000000,30 Juni 2019,3173071004,25505.000000000000000,3173071004,JATIPULO,317307.000000000000000,477628.131049971969333,0.579609080900472,20733.196432890774304,57.960908090047170,4536.183660097289248,824052.195882105384953
182,25507.000000000000000,3173071005,KEMANGGISAN,317307.000000000000000,DKI JAKARTA,JAKARTA BARAT,PAL MERAH,KEMANGGISAN,39419.000000000000000,12537.000000000000000,2.120000000000000,18585.000000000000000,30 Juni 2019,3173071005,25506.000000000000000,3173071005,KEMANGGISAN,317307.000000000000000,706073.216115717426874,0.336731846971348,13273.632675763577936,33.673184697134829,7315.751937712192557,2096841.217782735824585
183,25511.000000000000000,3173081003,MERUYA SELATAN,317308.000000000000000,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,39306.000000000000000,12025.000000000000000,3.210000000000000,12227.000000000000000,30 Juni 2019,3173081003,25510.000000000000000,3173081003,MERUYA SELATAN,317308.000000000000000,,,,,10449.266636368049149,3020407.696981236338615
184,25516.000000000000000,3174011002,TEBET BARAT,317401.000000000000000,DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET BARAT,25585.000000000000000,8565.000000000000000,1.650000000000000,15500.000000000000000,30 Juni 2019,3174011002,25515.000000000000000,3174011002,TEBET BARAT,317401.000000000000000,402958.993390989664476,0.246961078414684,6318.499191239694483,24.696107841468418,6187.371530957444520,1631670.040729361586273
185,25513.000000000000000,3173081005,JOGLO,317308.000000000000000,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,JOGLO,49663.000000000000000,15096.000000000000000,4.580000000000000,10842.000000000000000,30 Juni 2019,3173081005,25512.000000000000000,3173081005,JOGLO,317308.000000000000000,,,,,11578.236656841301738,4453716.863282413221896
186,25514.000000000000000,3173081006,KEMBANGAN SELATAN,317308.000000000000000,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,32372.000000000000000,10102.000000000000000,4.570000000000000,7078.000000000000000,30 Juni 2019,3173081006,25513.000000000000000,3173081006,KEMBANGAN SELATAN,317308.000000000000000,,,,,14633.334980571275082,4510250.938628798350692
187,25515.000000000000000,3174011001,TEBET TIMUR,317401.000000000000000,DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET TIMUR,21645.000000000000000,7137.000000000000000,1.340000000000000,16179.000000000000000,30 Juni 2019,3174011001,25514.000000000000000,3174011001,TEBET TIMUR,317401.000000000000000,524579.541800905717537,0.396669334600494,8585.907747427687355,39.666933460049378,5414.481715644954420,1322460.542899390915409
188,25597.000000000000000,3175031005,CIPINANG CEMPEDAK,317503.000000000000000,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,39817.000000000000000,13113.000000000000000,1.690000000000000,23586.000000000000000,30 Juni 2019,3175031005,25596.000000000000000,3175031005,CIPINANG CEMPEDAK,317503.000000000000000,1402192.284224485745654,0.840252127191193,33456.318948371736042,84.025212719119310,5930.647109482218184,1668775.646118183620274
189,25517.000000000000000,3174011003,MENTENG DALAM,317401.000000000000000,DKI JAKARTA,JAKARTA SELATAN,TEBET,MENTENG DALAM,44673.000000000000000,14739.000000000000000,2.540000000000000,17610.000000000000000,30 Juni 2019,3174011003,25516.000000000000000,3174011003,MENTENG DALAM,317401.000000000000000,630317.804526000167243,0.251349410234728,11228.532203416012635,25.134941023472816,7195.694076612223398,2507735.365758642088622
190,25519.000000000000000,3174011005,BUKIT DURI,317401.000000000000000,DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,42224.000000000000000,13963.000000000000000,1.090000000000000,38756.000000000000000,30 Juni 2019,3174011005,25518.000000000000000,3174011005,BUKIT DURI,317401.000000000000000,484602.824243952403776,0.449942532280105,18998.373482995164522,44.994253228010528,5779.206452549357891,1077032.709333780920133
191,25521.000000000000000,3174011007,MANGGARAI,317401.000000000000000,DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI,35357.000000000000000,11814.000000000000000,1.080000000000000,32711.000000000000000,30 Juni 2019,3174011007,25520.000000000000000,3174011007,MANGGARAI,317401.000000000000000,547073.587035315111279,0.511976766866469,18101.962546097751328,51.197676686646922,4568.671774666890997,1068551.587767856661230
192,25525.000000000000000,3174021004,KARET,317402.000000000000000,DKI JAKARTA,JAKARTA SELATAN,SETIABUDI,KARET,11747.000000000000000,4101.000000000000000,0.940000000000000,12526.000000000000000,30 Juni 2019,3174021004,25524.000000000000000,3174021004,KARET,317402.000000000000000,755597.975039674900472,0.815001931495750,9573.827689280580671,81.500193149575054,5610.156540150805995,927111.880870094755664
193,25536.000000000000000,3174041002,JATI PADANG,317404.000000000000000,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,45928.000000000000000,14686.000000000000000,2.600000000000000,17682.000000000000000,30 Juni 2019,3174041002,25535.000000000000000,3174041002,JATI PADANG,317404.000000000000000,896886.659403864410706,0.349393179139524,16046.929931520071477,34.939317913952429,7928.512158620992523,2566983.882205977104604
